5,-0.7707984,7.432358,1
-1,-0.7707984,7.432358,1
-1,7.800875,2.281977,1
4,7.800875,2.281977,1
5,6.943707,2.797015,1
5,4.372205,4.342129,1
4,3.515038,4.857167,1
5,2.657871,5.372205,1
1,-0.7707984,7.432358,1
3,-0.7707984,7.432358,1
1,2.657871,5.372205,1
3,2.657871,5.372205,1
0,6.943707,2.797015,1
0,4.372205,4.342129,1
4,6.943707,2.797015,1
4,4.372205,4.342129,1
5,-0.2557604,8.289525,1
-1,-0.2557604,8.289525,1
-1,8.315912,3.139144,1
4,8.315912,3.139144,1
5,7.458745,3.654182,1
5,4.887243,5.199296,1
4,4.030076,5.714334,1
5,3.172909,6.229373,1
3,-0.2557604,8.289525,1
1,-0.2557604,8.289525,1
3,3.172909,6.229373,1
1,3.172909,6.229373,1
4,7.458745,3.654182,1
0,7.458745,3.654182,1
4,4.887243,5.199296,1
0,4.887243,5.199296,1
