9,-4.770799,8.432358,1
3,-4.770799,8.432358,1
3,3.800875,3.281977,1
8,3.800875,3.281977,1
9,2.943707,3.797015,1
9,0.3722053,5.342129,1
8,-0.484962,5.857167,1
9,-1.342129,6.372205,1
5,-4.770799,8.432358,1
7,-4.770799,8.432358,1
5,-1.342129,6.372205,1
7,-1.342129,6.372205,1
4,2.943707,3.797015,1
4,0.3722053,5.342129,1
8,2.943707,3.797015,1
8,0.3722053,5.342129,1
9,-4.25576,9.289525,1
3,-4.25576,9.289525,1
3,4.315912,4.139144,1
8,4.315912,4.139144,1
9,3.458745,4.654182,1
9,0.8872433,6.199296,1
8,0.03007603,6.714334,1
9,-0.8270912,7.229373,1
7,-4.25576,9.289525,1
5,-4.25576,9.289525,1
7,-0.8270912,7.229373,1
5,-0.8270912,7.229373,1
8,3.458745,4.654182,1
4,3.458745,4.654182,1
8,0.8872433,6.199296,1
4,0.8872433,6.199296,1
